epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,220.791,2.97184,1.35566,0.76932,0.67507,0.50951,0.55358,0.15393,2.59408,0.99474,0.79142,0.0009308,0.0009308,0.0009308
29,231.776,2.67183,1.27075,0.758,0.6815,0.56126,0.58798,0.17067,2.50252,0.97707,0.79061,0.0008912,0.0008912,0.0008912
30,243.04,2.91116,1.37414,0.73966,0.69555,0.57002,0.58599,0.15444,2.65419,0.94603,0.79092,0.0008516,0.0008516,0.0008516
31,251.203,2.72186,1.21813,0.71704,0.71451,0.55521,0.57677,0.15137,2.66586,0.93772,0.79075,0.000812,0.000812,0.000812
32,259.044,2.53865,1.11279,0.73542,0.71451,0.55521,0.57677,0.15137,2.66586,0.93772,0.79075,0.0007724,0.0007724,0.0007724
33,270.402,2.80275,1.25521,0.73937,0.73314,0.58257,0.6004,0.17043,2.54529,0.9271,0.78769,0.0007328,0.0007328,0.0007328
34,278.959,2.82319,1.25146,0.74198,0.74418,0.5997,0.62737,0.18167,2.47955,0.91149,0.78613,0.0006932,0.0006932,0.0006932
35,290.139,2.74168,1.13622,0.7604,0.77549,0.65717,0.69728,0.2145,2.35241,0.87874,0.78604,0.0006536,0.0006536,0.0006536
36,301.143,2.55683,1.1785,0.74098,0.71802,0.61149,0.65008,0.19,2.44213,0.88579,0.78676,0.000614,0.000614,0.000614
37,307.292,2.65024,1.12835,0.77248,0.71802,0.61149,0.65008,0.19,2.44213,0.88579,0.78676,0.0005744,0.0005744,0.0005744
38,316.522,2.52384,1.10108,0.71259,0.69689,0.59094,0.61302,0.16685,2.54031,0.9018,0.78587,0.0005348,0.0005348,0.0005348
39,327.313,2.6714,1.13542,0.71371,0.70205,0.56887,0.59774,0.16231,2.56246,0.89072,0.78463,0.0004952,0.0004952,0.0004952
40,339.467,2.57731,1.14216,0.73647,0.71655,0.57915,0.62147,0.17888,2.48609,0.88008,0.78448,0.0004556,0.0004556,0.0004556
41,369.158,2.74329,1.1758,0.74853,0.71655,0.57915,0.62147,0.17888,2.48609,0.88008,0.78448,0.000416,0.000416,0.000416
42,382.086,2.5923,1.07628,0.77499,0.75776,0.60959,0.67398,0.1993,2.44783,0.86826,0.78473,0.0003764,0.0003764,0.0003764
43,391.029,2.70401,1.18208,0.75138,0.82715,0.64346,0.73891,0.23501,2.32144,0.86413,0.78382,0.0003368,0.0003368,0.0003368
44,397.535,2.58225,1.09463,0.75557,0.84775,0.65563,0.76323,0.24107,2.30277,0.8603,0.7834,0.0002972,0.0002972,0.0002972
45,403.879,2.49811,1.06648,0.76811,0.84718,0.66236,0.76849,0.24388,2.2733,0.84578,0.78378,0.0002576,0.0002576,0.0002576
46,409.824,2.63852,1.13982,0.74071,0.84718,0.66236,0.76849,0.24388,2.2733,0.84578,0.78378,0.000218,0.000218,0.000218
47,415.943,2.52217,1.05051,0.75972,0.83193,0.66488,0.75585,0.24279,2.27511,0.82923,0.78307,0.0001784,0.0001784,0.0001784
48,421.691,2.48622,0.98408,0.76618,0.80578,0.6362,0.71524,0.2234,2.33905,0.83189,0.78314,0.0001388,0.0001388,0.0001388
49,427.458,2.3194,0.98172,0.78815,0.78853,0.63849,0.70929,0.22406,2.33365,0.81675,0.78295,9.92e-05,9.92e-05,9.92e-05
50,433.54,2.45633,1.0152,0.76818,0.77457,0.6328,0.68831,0.21115,2.38974,0.82381,0.78333,5.96e-05,5.96e-05,5.96e-05
